id,title,muted_title,text,style,priority,created,modified,img_src
1,كل عام وأنتم بخير,تهنئة!,ها قد ختم الله شهر رمضان الكريم سائلين المولى أن يتقبل منكم صالح الأعمال وأدعو وأن يجعلكم من عتقاء النار يوم القيامة، وأن يجعل عيدكم هذا عيد سعادة، وكل عام وأنتم بألف خير.,R,1,2022-03-24 09:46:58.771406,2022-05-09 08:47:09.385595,featurettes/Eid-al-Fitr-Egypt-2015.jpg
